public_filename	dataset	public_class_label	original_clip_id	title	creator	source_url	license_name	changes
ESC-50_1-18631-A-23_0.441_1.509_sr16000.wav	ESC-50	Breathing	1-18631-A.ogg	female deep breathing.aif	Walter_Odington	http://www.freesound.org/people/Walter_Odington/sounds/18631/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-18631-A-23_1.776_2.032_sr16000.wav	ESC-50	Breathing	1-18631-A.ogg	female deep breathing.aif	Walter_Odington	http://www.freesound.org/people/Walter_Odington/sounds/18631/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-18631-A-23_2.183_2.624_sr16000.wav	ESC-50	Breathing	1-18631-A.ogg	female deep breathing.aif	Walter_Odington	http://www.freesound.org/people/Walter_Odington/sounds/18631/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-18631-A-23_2.961_3.680_sr16000.wav	ESC-50	Breathing	1-18631-A.ogg	female deep breathing.aif	Walter_Odington	http://www.freesound.org/people/Walter_Odington/sounds/18631/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-18631-A-23_3.889_4.992_sr16000.wav	ESC-50	Breathing	1-18631-A.ogg	female deep breathing.aif	Walter_Odington	http://www.freesound.org/people/Walter_Odington/sounds/18631/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-30709-A-23_0.023_5.000_sr16000.wav	ESC-50	Breathing	1-30709-A.ogg	breath.wav	UncleSigmund	http://www.freesound.org/people/UncleSigmund/sounds/30709/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-30709-B-23_0.104_5.000_sr16000.wav	ESC-50	Breathing	1-30709-B.ogg	breath.wav	UncleSigmund	http://www.freesound.org/people/UncleSigmund/sounds/30709/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-30709-C-23_0.000_5.000_sr16000.wav	ESC-50	Breathing	1-30709-C.ogg	breath.wav	UncleSigmund	http://www.freesound.org/people/UncleSigmund/sounds/30709/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-36393-A-23_0.499_1.103_sr16000.wav	ESC-50	Breathing	1-36393-A.ogg	breaths_solo1.aif	thanvannispen	http://www.freesound.org/people/thanvannispen/sounds/36393/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-36397-A-23_0.000_2.194_sr16000.wav	ESC-50	Breathing	1-36397-A.ogg	breaths_solo4.aif	thanvannispen	http://www.freesound.org/people/thanvannispen/sounds/36397/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-36400-A-23_0.163_0.998_sr16000.wav	ESC-50	Breathing	1-36400-A.ogg	breaths_solo7.aif	thanvannispen	http://www.freesound.org/people/thanvannispen/sounds/36400/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-36402-A-23_0.186_1.231_sr16000.wav	ESC-50	Breathing	1-36402-A.ogg	breaths_solo9.aif	thanvannispen	http://www.freesound.org/people/thanvannispen/sounds/36402/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_2-50774-A-23_0.023_1.869_sr16000.wav	ESC-50	Breathing	2-50774-A.ogg	breath2.ogg	smcameron	http://www.freesound.org/people/smcameron/sounds/50774/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_2-54961-A-23_0.000_3.077_sr16000.wav	ESC-50	Breathing	2-54961-A.ogg	Breath Human Sci.wav	cidchili	http://www.freesound.org/people/cidchili/sounds/54961/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_2-54962-A-23_0.058_2.554_sr16000.wav	ESC-50	Breathing	2-54962-A.ogg	Breath human Sci2.wav	cidchili	http://www.freesound.org/people/cidchili/sounds/54962/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_2-66205-A-23_0.000_1.324_sr16000.wav	ESC-50	Breathing	2-66205-A.ogg	Breathe01.wav	JCH321	http://www.freesound.org/people/JCH321/sounds/66205/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_2-82455-A-23_0.000_5.000_sr16000.wav	ESC-50	Breathing	2-82455-A.ogg	01315 tunnel breath.wav	Robinhood76	http://www.freesound.org/people/Robinhood76/sounds/82455/	CC-BY-NC	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_2-84965-A-23_0.000_5.000_sr16000.wav	ESC-50	Breathing	2-84965-A.ogg	breath ambiance.wav	Ebrown15	http://www.freesound.org/people/Ebrown15/sounds/84965/	CC-Sampling+	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_2-95567-A-23_0.000_5.000_sr16000.wav	ESC-50	Breathing	2-95567-A.ogg	breathing_female.wav	Kuroseishin	http://www.freesound.org/people/Kuroseishin/sounds/95567/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_2-98392-A-23_0.000_2.357_sr16000.wav	ESC-50	Breathing	2-98392-A.ogg	Breath 06.wav	The Baron	http://www.freesound.org/people/The%20Baron/sounds/98392/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-108160-A-23_0.000_5.000_sr16000.wav	ESC-50	Breathing	3-108160-A.ogg	Breath_Woman.wav	audione	http://www.freesound.org/people/audione/sounds/108160/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-112557-A-23_0.012_0.882_sr16000.wav	ESC-50	Breathing	3-112557-A.ogg	Frightened Breathing.aiff	nickrave	http://www.freesound.org/people/nickrave/sounds/112557/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-112557-A-23_2.566_5.000_sr16000.wav	ESC-50	Breathing	3-112557-A.ogg	Frightened Breathing.aiff	nickrave	http://www.freesound.org/people/nickrave/sounds/112557/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-112557-B-23_0.000_1.916_sr16000.wav	ESC-50	Breathing	3-112557-B.ogg	Frightened Breathing.aiff	nickrave	http://www.freesound.org/people/nickrave/sounds/112557/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-144128-A-23_0.604_1.881_sr16000.wav	ESC-50	Breathing	3-144128-A.ogg	Women breath. Desirable. Dry+Reverb	Pashee	http://www.freesound.org/people/Pashee/sounds/144128/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-144128-A-23_2.113_3.100_sr16000.wav	ESC-50	Breathing	3-144128-A.ogg	Women breath. Desirable. Dry+Reverb	Pashee	http://www.freesound.org/people/Pashee/sounds/144128/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-144128-A-23_3.448_5.000_sr16000.wav	ESC-50	Breathing	3-144128-A.ogg	Women breath. Desirable. Dry+Reverb	Pashee	http://www.freesound.org/people/Pashee/sounds/144128/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-144128-B-23_0.000_1.033_sr16000.wav	ESC-50	Breathing	3-144128-B.ogg	Women breath. Desirable. Dry+Reverb	Pashee	http://www.freesound.org/people/Pashee/sounds/144128/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-144128-B-23_1.393_2.659_sr16000.wav	ESC-50	Breathing	3-144128-B.ogg	Women breath. Desirable. Dry+Reverb	Pashee	http://www.freesound.org/people/Pashee/sounds/144128/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-144128-B-23_2.891_3.947_sr16000.wav	ESC-50	Breathing	3-144128-B.ogg	Women breath. Desirable. Dry+Reverb	Pashee	http://www.freesound.org/people/Pashee/sounds/144128/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-144128-B-23_4.238_5.000_sr16000.wav	ESC-50	Breathing	3-144128-B.ogg	Women breath. Desirable. Dry+Reverb	Pashee	http://www.freesound.org/people/Pashee/sounds/144128/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-151206-A-23_0.000_1.939_sr16000.wav	ESC-50	Breathing	3-151206-A.ogg	Female Breathing heavily	OwlStorm	http://www.freesound.org/people/OwlStorm/sounds/151206/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-151206-A-23_2.113_5.000_sr16000.wav	ESC-50	Breathing	3-151206-A.ogg	Female Breathing heavily	OwlStorm	http://www.freesound.org/people/OwlStorm/sounds/151206/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-166125-A-23_0.000_0.685_sr16000.wav	ESC-50	Breathing	3-166125-A.ogg	Breathing_scared.wav	Adam_N	http://www.freesound.org/people/Adam_N/sounds/166125/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-166125-A-23_0.906_2.450_sr16000.wav	ESC-50	Breathing	3-166125-A.ogg	Breathing_scared.wav	Adam_N	http://www.freesound.org/people/Adam_N/sounds/166125/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-166125-A-23_2.856_4.029_sr16000.wav	ESC-50	Breathing	3-166125-A.ogg	Breathing_scared.wav	Adam_N	http://www.freesound.org/people/Adam_N/sounds/166125/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-166125-B-23_0.789_1.985_sr16000.wav	ESC-50	Breathing	3-166125-B.ogg	Breathing_scared.wav	Adam_N	http://www.freesound.org/people/Adam_N/sounds/166125/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_3-166125-B-23_3.053_4.226_sr16000.wav	ESC-50	Breathing	3-166125-B.ogg	Breathing_scared.wav	Adam_N	http://www.freesound.org/people/Adam_N/sounds/166125/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_4-171706-A-23_0.000_5.000_sr16000.wav	ESC-50	Breathing	4-171706-A.ogg	03897 breath effort loop.wav	Robinhood76	http://www.freesound.org/people/Robinhood76/sounds/171706/	CC-BY-NC	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_4-176914-A-23_0.000_0.743_sr16000.wav	ESC-50	Breathing	4-176914-A.ogg	double breath 2.wav	mickmon	http://www.freesound.org/people/mickmon/sounds/176914/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_4-198025-A-23_0.000_5.000_sr16000.wav	ESC-50	Breathing	4-198025-A.ogg	Breathing	gogo199432	http://www.freesound.org/people/gogo199432/sounds/198025/	CC-BY-NC	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_4-205526-A-23_0.000_5.000_sr16000.wav	ESC-50	Breathing	4-205526-A.ogg	Breathing.mp3	movethemoon	http://www.freesound.org/people/movethemoon/sounds/205526/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_4-205526-B-23_0.012_5.000_sr16000.wav	ESC-50	Breathing	4-205526-B.ogg	Breathing.mp3	movethemoon	http://www.freesound.org/people/movethemoon/sounds/205526/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_4-207116-A-23_0.000_5.000_sr16000.wav	ESC-50	Breathing	4-207116-A.ogg	man_breathing_asleep.wav	harleto	http://www.freesound.org/people/harleto/sounds/207116/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_4-210000-A-23_0.000_2.078_sr16000.wav	ESC-50	Breathing	4-210000-A.ogg	Man breathing.wav	jason130178	http://www.freesound.org/people/jason130178/sounds/210000/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_4-210000-A-23_4.110_5.000_sr16000.wav	ESC-50	Breathing	4-210000-A.ogg	Man breathing.wav	jason130178	http://www.freesound.org/people/jason130178/sounds/210000/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_4-210000-B-23_0.000_2.438_sr16000.wav	ESC-50	Breathing	4-210000-B.ogg	Man breathing.wav	jason130178	http://www.freesound.org/people/jason130178/sounds/210000/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_4-210000-B-23_4.621_5.000_sr16000.wav	ESC-50	Breathing	4-210000-B.ogg	Man breathing.wav	jason130178	http://www.freesound.org/people/jason130178/sounds/210000/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_5-213293-A-23_0.743_2.159_sr16000.wav	ESC-50	Breathing	5-213293-A.ogg	Shaky breaths - frightened scared young lady girl teenager.wav	AderuMoro	http://www.freesound.org/people/AderuMoro/sounds/213293/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_5-213293-A-23_2.357_3.495_sr16000.wav	ESC-50	Breathing	5-213293-A.ogg	Shaky breaths - frightened scared young lady girl teenager.wav	AderuMoro	http://www.freesound.org/people/AderuMoro/sounds/213293/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_5-213293-A-23_3.715_5.000_sr16000.wav	ESC-50	Breathing	5-213293-A.ogg	Shaky breaths - frightened scared young lady girl teenager.wav	AderuMoro	http://www.freesound.org/people/AderuMoro/sounds/213293/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_5-232816-A-23_0.000_5.000_sr16000.wav	ESC-50	Breathing	5-232816-A.ogg	Contained Breath	xavimuse	http://www.freesound.org/people/xavimuse/sounds/232816/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_5-233260-A-23_0.000_5.000_sr16000.wav	ESC-50	Breathing	5-233260-A.ogg	Contained breathing	xavimuse	http://www.freesound.org/people/xavimuse/sounds/233260/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_5-234335-A-23_1.683_3.437_sr16000.wav	ESC-50	Breathing	5-234335-A.ogg	Breath	mcroce	http://www.freesound.org/people/mcroce/sounds/234335/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_5-234335-A-23_3.750_4.284_sr16000.wav	ESC-50	Breathing	5-234335-A.ogg	Breath	mcroce	http://www.freesound.org/people/mcroce/sounds/234335/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_5-234335-A-23_4.493_5.000_sr16000.wav	ESC-50	Breathing	5-234335-A.ogg	Breath	mcroce	http://www.freesound.org/people/mcroce/sounds/234335/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_5-235593-A-23_0.000_5.000_sr16000.wav	ESC-50	Breathing	5-235593-A.ogg	Girl_Heavy_Breathing.wav	tcrocker68	http://www.freesound.org/people/tcrocker68/sounds/235593/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_5-238492-A-23_0.000_2.635_sr16000.wav	ESC-50	Breathing	5-238492-A.ogg	3_Breath sport.wav	mariiao2	http://www.freesound.org/people/mariiao2/sounds/238492/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_5-260164-A-23_0.000_3.541_sr16000.wav	ESC-50	Breathing	5-260164-A.ogg	man breathing 140804_0339.wav	klankbeeld	http://www.freesound.org/people/klankbeeld/sounds/260164/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_5-260164-A-23_3.692_5.000_sr16000.wav	ESC-50	Breathing	5-260164-A.ogg	man breathing 140804_0339.wav	klankbeeld	http://www.freesound.org/people/klankbeeld/sounds/260164/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_5-261464-A-23_0.000_5.000_sr16000.wav	ESC-50	Breathing	5-261464-A.ogg	Werewolf breathing and sniffing	kd_jack	http://www.freesound.org/people/kd_jack/sounds/261464/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-19111-A-24_0.000_0.813_sr16000.wav	ESC-50	Coughing	1-19111-A.ogg	cough1.aiff	Fratz	http://www.freesound.org/people/Fratz/sounds/19111/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-19118-A-24_0.081_0.557_sr16000.wav	ESC-50	Coughing	1-19118-A.ogg	cough3.aiff	Fratz	http://www.freesound.org/people/Fratz/sounds/19118/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-30830-A-24_0.000_1.463_sr16000.wav	ESC-50	Coughing	1-30830-A.ogg	girl_coughing.mp3	JollySea	http://www.freesound.org/people/JollySea/sounds/30830/	CC-BY	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-52266-A-24_0.000_1.138_sr16000.wav	ESC-50	Coughing	1-52266-A.ogg	flemmy cough.wav	dparke4	http://www.freesound.org/people/dparke4/sounds/52266/	CC-Sampling+	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-52323-A-24_0.000_0.987_sr16000.wav	ESC-50	Coughing	1-52323-A.ogg	coughing.wav	stephsinger22	http://www.freesound.org/people/stephsinger22/sounds/52323/	CC-Sampling+	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-52323-A-24_1.916_2.798_sr16000.wav	ESC-50	Coughing	1-52323-A.ogg	coughing.wav	stephsinger22	http://www.freesound.org/people/stephsinger22/sounds/52323/	CC-Sampling+	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-53663-A-24_0.000_1.254_sr16000.wav	ESC-50	Coughing	1-53663-A.ogg	cough.wav	crispy527	http://www.freesound.org/people/crispy527/sounds/53663/	CC-Sampling+	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-53663-A-24_1.741_3.251_sr16000.wav	ESC-50	Coughing	1-53663-A.ogg	cough.wav	crispy527	http://www.freesound.org/people/crispy527/sounds/53663/	CC-Sampling+	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-63679-A-24_0.000_1.718_sr16000.wav	ESC-50	Coughing	1-63679-A.ogg	1125coughing.wav	sagetyrtle	http://www.freesound.org/people/sagetyrtle/sounds/63679/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_1-63679-A-24_2.577_3.553_sr16000.wav	ESC-50	Coughing	1-63679-A.ogg	1125coughing.wav	sagetyrtle	http://www.freesound.org/people/sagetyrtle/sounds/63679/	CC0	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_2-108017-A-24_0.081_2.577_sr16000.wav	ESC-50	Coughing	2-108017-A.ogg	Cough.wav	ErocShadow	http://www.freesound.org/people/ErocShadow/sounds/108017/	CC-Sampling+	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
ESC-50_2-108017-A-24_2.775_3.982_sr16000.wav	ESC-50	Coughing	2-108017-A.ogg	Cough.wav	ErocShadow	http://www.freesound.org/people/ErocShadow/sounds/108017/	CC-Sampling+	cropped/segmented from ESC-50 source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
